-2.182241529226303101e-01,7.723054289817810059e-01,4.454474151134490967e-01,1.915703266859054565e-01,-2.574425041675567627e-01,3.635035455226898193e-01,1.260578989982604980e+00,4.460265934467315674e-01,-1.179446429014205933e-01,-3.643262386322021484e-01,7.142857142857142461e-02,3.448275862068965469e-02,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.012275367975234985e-01,4.817494750022888184e-02,7.290214300155639648e-01,-3.061483614146709442e-02,4.073422551155090332e-01,1.850495338439941406e-01,5.543323159217834473e-01,8.614714741706848145e-01,-8.610561490058898926e-01,-5.519634485244750977e-01,0.000000000000000000e+00,1.315789473684210453e-02,2.200000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
-1.488028913736343384e-01,9.481792896986007690e-02,4.934317246079444885e-02,-9.144867956638336182e-02,3.966747224330902100e-01,8.815928101539611816e-01,1.590076327323913574e+00,2.315831333398818970e-01,-7.666236162185668945e-01,-2.901570796966552734e-01,1.818181818181818232e-01,9.375000000000000000e-02,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.140147566795349121e-01,2.362063378095626831e-01,-4.516964554786682129e-01,5.829369425773620605e-01,-2.721169292926788330e-01,1.971889257431030273e+00,2.120137929916381836e+00,1.111586570739746094e+00,-3.111979663372039795e-01,-6.698179244995117188e-01,6.818181818181817677e-02,9.154929577464789026e-02,4.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.152576744556427002e-01,-7.712568342685699463e-02,2.450105398893356323e-01,4.825347959995269775e-01,3.405146002769470215e-01,-3.599797934293746948e-02,4.433430433273315430e-01,2.000605911016464233e-01,-5.692344307899475098e-01,-8.628749251365661621e-01,6.666666666666666574e-02,7.954545454545454419e-02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.205542564392089844e-01,3.270996212959289551e-01,-2.304429858922958374e-01,2.066408544778823853e-01,2.636373601853847504e-02,-3.208463266491889954e-02,1.094845980405807495e-01,5.291867852210998535e-01,-4.534684121608734131e-01,5.570424199104309082e-01,8.333333333333332871e-02,3.076923076923077094e-02,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.741896867752075195e-01,7.664372920989990234e-01,4.265385679900646210e-03,-2.783993184566497803e-01,-6.152043864130973816e-02,-5.750118494033813477e-01,6.314093470573425293e-01,1.000097870826721191e+00,-1.425036787986755371e+00,-5.763546824455261230e-01,0.000000000000000000e+00,4.800000000000000100e-02,1.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.345821142196655273e-01,3.770906031131744385e-01,-2.697302028536796570e-02,-2.884764075279235840e-01,2.272460758686065674e-01,7.078632712364196777e-01,4.661475419998168945e-01,8.719664812088012695e-02,-8.663043975830078125e-01,-5.660180449485778809e-01,0.000000000000000000e+00,2.352941176470588203e-02,1.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
3.109519183635711670e-01,-1.353812068700790405e-01,2.634913921356201172e-01,1.649801582098007202e-01,8.187066018581390381e-02,1.864196956157684326e-01,2.847854495048522949e-01,3.711505234241485596e-01,-4.549646377563476562e-01,-2.329141646623611450e-01,0.000000000000000000e+00,3.636363636363636187e-02,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.276700362563133240e-02,-5.242255926132202148e-01,3.245123028755187988e-01,-2.214543074369430542e-01,3.297652900218963623e-01,1.215310811996459961e+00,1.991211771965026855e-01,1.176949381828308105e+00,-6.895864009857177734e-01,9.331758320331573486e-02,0.000000000000000000e+00,1.639344262295082053e-02,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
