-2.008989096068688696e+00,1.067788780112475910e+00,8.493138383355578469e-01,-8.042747093258634239e-01,2.881428042385046684e+00,4.783401548677583270e-01,-6.688052099596778488e-01,6.660274317366087216e-01,-2.225995309082980378e-01,-1.771518027378722326e-01
2.758950403830921605e+00,3.972168344422144060e+00,2.656872483618861192e-01,-1.525488254731769633e+00,2.261176388382357239e+00,1.483312773666134898e+00,7.044267909531178873e-01,1.456148827707933524e+00,-2.874640515456816647e+00,2.034215835321792065e-01
2.272971805296636560e+00,-7.335207163356624038e-01,-7.497448666114133742e-01,8.520237878090660688e-01,-1.651560554241449541e+00,2.321556096439627570e-01,3.724136790937983277e-02,-1.244470949801031734e-01,7.311723815094988144e-01,-4.448023426628689436e-01
8.777878753649331900e-01,2.225388663939088740e+00,-2.471407418065848516e-01,-9.001226601447162023e-01,1.567383796911049620e-01,2.263156346157660093e-01,9.541447007026927773e-02,-6.628918837510385798e-01,6.396656756596998117e-02,3.884533094219188021e-01
-2.592053098536516442e-01,-2.204042257091322621e-01,-9.482791776846656306e-01,3.673732039947500971e-01,6.269683068535464310e-01,-5.796105607855042141e-01,7.771377061891296956e-01,-1.376727115726076311e-01,-4.679629063215290929e-01,-4.146404771825701885e-01
8.237356281146877013e-01,-1.314605152411633338e+00,-4.576061203046511983e-01,3.319190369755339320e-01,1.471846825863806496e-01,-7.126121644404154187e-01,-6.073080645136043343e-02,6.436020956823265138e-01,4.379723468114896101e-01,5.218361553896064819e-01
-1.467278305770632452e+00,-1.205412661927899975e+00,3.206320855853327156e+00,-4.884178017786713899e-01,2.401296794802360579e-01,-1.665669640366977400e-01,-1.213834751183106686e+00,-7.055095659367897065e-01,-1.341072275664995761e+00,-8.583378049581075198e-01
3.971005615645510911e+00,1.131863178551041571e+00,-3.120064895176869468e-01,4.849660232758825074e-01,8.731450742447298685e-01,-9.270466463774021948e-01,-1.545813468843995897e-01,5.918543569217727535e-02,5.432021548318350934e-01,-3.167107125128493794e-01
-1.341379707978450186e+00,-6.825349428996917434e-01,-1.116428316872790649e+00,-3.260621967127956822e-01,-4.185891471440658096e-01,-2.172274576236447041e-01,5.054686190219802588e-01,1.513629161613321061e+00,5.112977944549749187e-01,-3.715388026843077091e-02
-7.909458696484652496e-01,1.674266395216869929e+00,3.580701189039133259e-01,-1.639306595038280800e+00,1.032754094344080276e+00,-4.529134768342831241e-01,-8.234639022724966617e-01,5.816768432264216582e-01,4.309823861343629048e-01,-1.347610763891713859e+00
3.191859486011946689e+00,1.047463673121395100e+00,6.360061386192644717e-01,5.136348934165116953e-01,-4.743772775193448310e-01,2.970464252482110656e-01,3.623134125928878513e-01,-3.329878697040526969e-01,-6.149814341431594222e-01,1.765603528961796620e-01
3.047641287600350579e-01,1.470065051975455450e+00,-8.244094402748252115e-01,-5.797240168212538514e-01,-1.710185534536114105e+00,1.366429400183740928e+00,3.949223202542192501e-01,-3.413048662623110463e-01,-9.619193806805168556e-01,2.339691990289336221e-01
-1.689712295876842352e-01,-9.129085339818355793e-01,-5.883427353395074277e-01,1.040509364731984077e+00,1.069756476027419412e+00,2.151033344567084560e-01,-2.621924741021688932e-01,-2.999583362035074252e-02,7.717186168096334953e-01,8.872336082440989147e-01
1.273813388873456409e+00,3.296828234449189488e+00,-2.771746562856809426e+00,9.199180208338700870e-01,8.011915399809982352e-01,5.311709872736910532e-01,1.971700615353692287e-01,9.405761034887463179e-01,9.368135327741319296e-01,-1.525752444825885235e+00
